title,description,location,price,label
Cultural Dance Show in Ratnapura,"Join the cultural dance show happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,500,real
Buddhist Ceremony in Kalutara,"Join the buddhist ceremony happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,1000,real
Temple Perahera in Badulla,"Join the temple perahera happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,1000,real
Cultural Dance Show in Trincomalee,"Join the cultural dance show happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,0,real
Cultural Dance Show in Polonnaruwa,"Join the cultural dance show happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1000,real
Urgent VIP Ticket Offer Trincomalee,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Trincomalee,5000,fake
Community Festival in Negombo,"Join the community festival happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,500,real
Temple Perahera in Anuradhapura,"Join the temple perahera happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1000,real
Buddhist Ceremony in Polonnaruwa,"Join the buddhist ceremony happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,500,real
Educational Workshop in Badulla,"Join the educational workshop happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,2000,real
Handicraft Fair in Matara,"Join the handicraft fair happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Village Drama in Trincomalee,"Join the village drama happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,500,real
Temple Perahera in Anuradhapura,"Join the temple perahera happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1500,real
Music Concert in Batticaloa,"Join the music concert happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,1000,real
Village Drama in Galle,"Join the village drama happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,1500,real
Buddhist Ceremony in Kandy,"Join the buddhist ceremony happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,0,real
Buddhist Ceremony in Batticaloa,"Join the buddhist ceremony happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,500,real
Cultural Dance Show in Polonnaruwa,"Join the cultural dance show happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1000,real
Handicraft Fair in Ratnapura,"Join the handicraft fair happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,1500,real
Art Exhibition in Matara,"Join the art exhibition happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Village Drama in Matara,"Join the village drama happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,500,real
Buddhist Ceremony in Kurunegala,"Join the buddhist ceremony happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,500,real
Lottery Winner Event Batticaloa,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Batticaloa,1000,fake
Handicraft Fair in Kandy,"Join the handicraft fair happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,1500,real
Music Concert in Anuradhapura,"Join the music concert happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1500,real
Village Drama in Colombo,"Join the village drama happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,0,real
Music Concert in Negombo,"Join the music concert happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,2000,real
Crypto Double Money Event Kurunegala,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Kurunegala,0,fake
Music Concert in Kurunegala,"Join the music concert happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1000,real
Village Drama in Trincomalee,"Join the village drama happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,1000,real
Art Exhibition in Kurunegala,"Join the art exhibition happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,2000,real
Handicraft Fair in Trincomalee,"Join the handicraft fair happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,500,real
Handicraft Fair in Anuradhapura,"Join the handicraft fair happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,500,real
Village Drama in Polonnaruwa,"Join the village drama happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1500,real
Lottery Winner Event Polonnaruwa,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,0,fake
Handicraft Fair in Colombo,"Join the handicraft fair happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,1000,real
Temple Perahera in Kurunegala,"Join the temple perahera happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,500,real
Win Free iPhone Ratnapura,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Ratnapura,1000,fake
Limited Prize Giveaway Negombo,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Negombo,0,fake
Temple Perahera in Kandy,"Join the temple perahera happening in Kandy. Enjoy cultural performances, food stalls, and community activities.",Kandy,0,real
Buddhist Ceremony in Galle,"Join the buddhist ceremony happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,2000,real
Win Free iPhone Kandy,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Kandy,2000,fake
Temple Perahera in Ratnapura,"Join the temple perahera happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,500,real
Music Concert in Trincomalee,"Join the music concert happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,2000,real
Urgent VIP Ticket Offer Batticaloa,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Batticaloa,0,fake
Village Drama in Galle,"Join the village drama happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,1500,real
Art Exhibition in Jaffna,"Join the art exhibition happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,1500,real
Cultural Dance Show in Nuwara Eliya,"Join the cultural dance show happening in Nuwara Eliya. Enjoy cultural performances, food stalls, and community activities.",Nuwara Eliya,1000,real
Community Festival in Kalutara,"Join the community festival happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,0,real
Village Drama in Badulla,"Join the village drama happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,2000,real
Music Concert in Negombo,"Join the music concert happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,500,real
Food Festival in Badulla,"Join the food festival happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,1000,real
Buddhist Ceremony in Batticaloa,"Join the buddhist ceremony happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,500,real
Urgent VIP Ticket Offer Badulla,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Badulla,1000,fake
Music Concert in Kurunegala,"Join the music concert happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1500,real
Cultural Dance Show in Badulla,"Join the cultural dance show happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,500,real
Community Festival in Matara,"Join the community festival happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,1500,real
Urgent VIP Ticket Offer Ratnapura,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Ratnapura,1000,fake
Village Drama in Anuradhapura,"Join the village drama happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1000,real
Community Festival in Kalutara,"Join the community festival happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,1000,real
Crypto Double Money Event Trincomalee,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Trincomalee,0,fake
Limited Prize Giveaway Matara,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Matara,1000,fake
Urgent VIP Ticket Offer Badulla,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Badulla,2000,fake
Food Festival in Ratnapura,"Join the food festival happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,2000,real
Lottery Winner Event Galle,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Galle,0,fake
Handicraft Fair in Matara,"Join the handicraft fair happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
